input1,input2,output
10524,7012,8846
7012,8846,9405
8846,9405,9193
9405,9193,12962
9193,12962,14170
12962,14170,12637
14170,12637,15825
12637,15825,10859
15825,10859,8488
10859,8488,5357
8488,5357,8991
5357,8991,8768
8991,8768,4350
8768,4350,3288
4350,3288,4618
3288,4618,4719
4618,4719,6330
4719,6330,6061
6330,6061,5905
6061,5905,11239
5905,11239,11553
11239,11553,9193
11553,9193,11073
9193,11073,9636
11073,9636,15453
9636,15453,15489
15453,15489,10613
15489,10613,9170
10613,9170,10747
9170,10747,12033
10747,12033,10222
12033,10222,8779
10222,8779,6799
8779,6799,5850
6799,5850,6319
5850,6319,13054
6319,13054,12369
13054,12369,7750
12369,7750,5189
7750,5189,6464
5189,6464,10747
6464,10747,12816
10747,12816,11989
12816,11989,16406
11989,16406,12559
16406,12559,7370
12559,7370,5670
7370,5670,8041
5670,8041,13599
8041,13599,10121
13599,10121,8309
10121,8309,10255
8309,10255,11608
10255,11608,8812
11608,8812,6486
8812,6486,8969
6486,8969,9394
8969,9394,10311
9394,10311,10747
10311,10747,10524
10747,10524,10054
10524,10054,10065
10054,10065,12291
10065,12291,11877
12291,11877,10915
11877,10915,5099
10915,5099,4115
5099,4115,4160
4115,4160,4026
4160,4026,4809
4026,4809,4563
4809,4563,4059
4563,4059,8678
4059,8678,5021
8678,5021,2986
5021,2986,3176
2986,3176,2919
3176,2919,1990
2919,1990,3522
1990,3522,2549
3522,2549,1006
2549,1006,3265
1006,3265,1890
3265,1890,2594
1890,2594,3444
2594,3444,6777
3444,6777,4026
6777,4026,6509
4026,6509,4898
6509,4898,9741
4898,9741,7985
9741,7985,9349
7985,9349,7493
9349,7493,9126
7493,9126,11586
9126,11586,4048
11586,4048,11094
4048,11094,12347
11094,12347,7605
12347,7605,10322
7605,10322,6240
10322,6240,3165
6240,3165,5133
3165,5133,1062
5133,1062,1330
1062,1330,2572
1330,2572,1409
2572,1409,22
1409,22,33
22,33,1353
33,1353,425
1353,425,1174
425,1174,1118
1174,1118,1867
1118,1867,3187
1867,3187,1688
3187,1688,1801
1688,1801,413
1801,413,1733
413,1733,1344
1733,1344,481
1344,481,1509
481,1509,1442
1509,1442,1789
1442,1789,973
1789,973,1252
973,1252,1028
1252,1028,1588
1028,1588,1420
1588,1420,1409
1420,1409,458
1409,458,2527
458,2527,1330
2527,1330,1051
1330,1051,1453
1051,1453,1398
1453,1398,1252
1398,1252,2393
1252,2393,1398
2393,1398,2650
1398,2650,1364
2650,1364,2203
1364,2203,1319
2203,1319,1610
1319,1610,760
1610,760,2661
760,2661,1543
2661,1543,816
1543,816,1744
816,1744,1476
1744,1476,961
1476,961,782
961,782,11
782,11,1051
11,1051,1051
1051,1051,0
1051,0,1084
0,1084,178
1084,178,480
178,480,503
480,503,861
503,861,659
861,659,682
659,682,559
682,559,1979
559,1979,1286
1979,1286,1386
1286,1386,830
1386,830,1800
830,1800,2046
1800,2046,2617
2046,2617,3500
2617,3500,3377
3500,3377,3145
3377,3145,1252
3145,1252,1825
1252,1825,2247
1825,2247,2136
2247,2136,1509
2136,1509,1822
1509,1822,1409
1822,1409,1644
1409,1644,1934
1644,1934,1252
1934,1252,55
1252,55,145
55,145,615
145,615,2247
615,2247,536
2247,536,1187
536,1187,1252
1187,1252,0
1252,0,436
0,436,369
436,369,582
369,582,1588
582,1588,1822
1588,1822,290
1822,290,1107
290,1107,648
1107,648,1610
648,1610,22
1610,22,1386
22,1386,2706
1386,2706,726
2706,726,525
726,525,11
525,11,570
11,570,492
570,492,212
492,212,324
212,324,1420
324,1420,357
1420,357,246
357,246,167
246,167,648
167,648,78
648,78,145
78,145,55
145,55,268
55,268,178
268,178,861
178,861,1498
861,1498,100
1498,100,939
100,939,816
939,816,2024
816,2024,682
2024,682,1353
682,1353,2348
1353,2348,1420
2348,1420,995
1420,995,2393
995,2393,1856
2393,1856,1029
1856,1029,1532
1029,1532,1084
1532,1084,592
1084,592,1588
592,1588,1174
1588,1174,424
1174,424,1308
424,1308,905
1308,905,1398
905,1398,1442
1398,1442,123
1442,123,2449
123,2449,447
2449,447,1096
447,1096,3042
1096,3042,3534
3042,3534,5760
3534,5760,4786
5760,4786,6095
4786,6095,4272
6095,4272,1330
4272,1330,1789
1330,1789,3534
1789,3534,3500
3534,3500,2124
3500,2124,2762
2124,2762,3657
2762,3657,3478
3657,3478,3567
3478,3567,2717
3567,2717,1778
2717,1778,592
1778,592,1140
592,1140,1901
1140,1901,167
1901,167,2784
167,2784,1711
2784,1711,648
1711,648,2091
648,2091,234
2091,234,1230
234,1230,861
1230,861,335
861,335,782
335,782,212
782,212,1308
212,1308,89
1308,89,1219
89,1219,626
1219,626,1364
626,1364,883
1364,883,536
883,536,279
536,279,1644
279,1644,950
1644,950,771
950,771,514
771,514,212
514,212,145
212,145,246
145,246,178
246,178,234
178,234,1040
234,1040,726
1040,726,313
726,313,313
313,313,637
313,637,492
637,492,603
492,603,324
603,324,402
324,402,548
402,548,44
548,44,381
44,381,234
381,234,123
234,123,234
123,234,234
234,234,827
234,827,223
827,223,548
223,548,794
548,794,480
794,480,324
480,324,615
324,615,335
615,335,357
335,357,637
357,637,380
637,380,615
380,615,603
615,603,514
603,514,369
514,369,561
369,561,437
561,437,516
437,516,346
516,346,514
346,514,391
514,391,637
391,637,303
637,303,313
303,313,201
313,201,212
201,212,391
212,391,212
391,212,357
212,357,380
357,380,391
380,391,324
391,324,626
324,626,145
626,145,514
145,514,190
514,190,78
190,78,145
78,145,167
145,167,123
167,123,178
123,178,145
178,145,111
145,111,1274
111,1274,1152
1274,1152,715
1152,715,2393
715,2393,3299
2393,3299,2091
3299,2091,1576
2091,1576,1957
1576,1957,2102
1957,2102,4149
2102,4149,2907
4149,2907,4294
2907,4294,2740
4294,2740,3690
2740,3690,3847
3690,3847,2270
3847,2270,3623
2270,3623,2661
3623,2661,2158
2661,2158,1621
2158,1621,1006
1621,1006,2315
1006,2315,2471
2315,2471,3858
2471,3858,2315
3858,2315,2236
2315,2236,603
2236,603,1711
603,1711,1410
1711,1410,1107
1410,1107,1062
1107,1062,1230
1062,1230,961
1230,961,1297
961,1297,1375
1297,1375,973
1375,973,1420
973,1420,1532
1420,1532,1465
1532,1465,1476
1465,1476,671
1476,671,1442
671,1442,1733
1442,1733,1409
1733,1409,1398
1409,1398,514
1398,514,1028
514,1028,794
1028,794,1219
794,1219,760
1219,760,1017
760,1017,973
1017,973,838
973,838,1151
838,1151,1330
1151,1330,1509
1330,1509,1274
1509,1274,961
1274,961,1263
961,1263,301
1263,301,1252
301,1252,1644
1252,1644,1509
1644,1509,1241
1509,1241,2382
1241,2382,671
2382,671,1409
671,1409,1375
1409,1375,827
1375,827,693
827,693,1778
693,1778,480
1778,480,1431
480,1431,380
1431,380,44
380,44,3142
44,3142,3142
3142,3142,3097
3142,3097,1733
3097,1733,6061
1733,6061,4238
6061,4238,6587
4238,6587,6911
6587,6911,6374
6911,6374,5267
6374,5267,5189
5267,5189,8835
5189,8835,6777
8835,6777,12760
6777,12760,2963
12760,2963,4440
2963,4440,4216
4440,4216,12392
4216,12392,1789
12392,1789,3847
1789,3847,6016
3847,6016,5938
6016,5938,8969
5938,8969,5513
8969,5513,5647
5513,5647,6318
5647,6318,5726
6318,5726,4171
5726,4171,2777
4171,2777,8421
2777,8421,4798
8421,4798,5782
4798,5782,0
5782,0,156
0,156,3757
156,3757,525
3757,525,246
525,246,536
246,536,514
536,514,5916
514,5916,5815
5916,5815,4719
5815,4719,6084
4719,6084,14885
6084,14885,8332
14885,8332,3701
8332,3701,5905
3701,5905,5681
5905,5681,4596
5681,4596,5770
4596,5770,4205
5770,4205,13588
4205,13588,8566
13588,8566,5961
8566,5961,4563
5961,4563,8320
4563,8320,9170
8320,9170,7504
9170,7504,9159
7504,9159,16541
9159,16541,9440
16541,9440,7718
9440,7718,8141
7718,8141,7392
8141,7392,7269
7392,7269,7593
7269,7593,6386
7593,6386,6050
6386,6050,8936
6050,8936,13107
8936,13107,10535
13107,10535,9159
10535,9159,6743
9159,6743,9047
6743,9047,3713
9047,3713,9316
3713,9316,5871
9316,5871,5815
5871,5815,5692
5815,5692,4932
5692,4932,3198
4932,3198,5536
3198,5536,2717
5536,2717,3444
2717,3444,2818
3444,2818,2762
2818,2762,4484
2762,4484,4417
4484,4417,6665
4417,6665,3019
6665,3019,7079
3019,7079,5726
7079,5726,6643
5726,6643,7907
6643,7907,7672
7907,7672,2158
7672,2158,5256
2158,5256,4104
5256,4104,4607
4104,4607,5066
4607,5066,2617
5066,2617,8052
2617,8052,2527
8052,2527,4943
2527,4943,8779
4943,8779,9875
8779,9875,11072
9875,11072,1342
11072,1342,3276
1342,3276,9383
3276,9383,7303
9383,7303,4596
7303,4596,8824
4596,8824,9607
8824,9607,9137
9607,9137,7907
9137,7907,1565
7907,1565,3634
1565,3634,5010
3634,5010,2371
5010,2371,6576
2371,6576,10222
6576,10222,8388
10222,8388,8455
8388,8455,8410
8455,8410,7683
8410,7683,3097
7683,3097,1666
3097,1666,3936
1666,3936,4026
3936,4026,7996
4026,7996,8544
7996,8544,2449
8544,2449,5032
2449,5032,3769
5032,3769,2762
3769,2762,2315
2762,2315,3802
2315,3802,3377
3802,3377,3075
3377,3075,5592
3075,5592,7504
5592,7504,7493
7504,7493,6743
7493,6743,5625
6743,5625,8320
5625,8320,7895
8320,7895,7806
7895,7806,5133
7806,5133,3914
5133,3914,7974
3914,7974,11922
7974,11922,11664
11922,11664,10166
11664,10166,6016
10166,6016,7895
6016,7895,7083
7895,7083,2706
7083,2706,7403
2706,7403,7951
7403,7951,12671
7951,12671,10926
12671,10926,5469
10926,5469,9247
5469,9247,7146
9247,7146,7996
7146,7996,6263
7996,6263,2203
6263,2203,2953
2203,2953,3455
2953,3455,7493
3455,7493,7605
7493,7605,7661
7605,7661,10568
7661,10568,6710
10568,6710,1677
6710,1677,3209
1677,3209,8924
3209,8924,9260
8924,9260,10132
9260,10132,2863
10132,2863,5636
2863,5636,984
5636,984,9193
984,9193,9629
9193,9629,7124
9629,7124,3276
7124,3276,5267
3276,5267,6140
5267,6140,4059
6140,4059,603
4059,603,2863
603,2863,380
2863,380,301
380,301,257
301,257,190
257,190,223
190,223,301
223,301,447
301,447,726
447,726,492
726,492,257
492,257,671
257,671,380
671,380,548
380,548,324
548,324,1017
324,1017,984
1017,984,290
984,290,939
290,939,1140
939,1140,581
1140,581,1073
581,1073,0
1073,0,1599
0,1599,1129
1599,1129,704
1129,704,1353
704,1353,2247
1353,2247,22
2247,22,794
22,794,1487
794,1487,1543
1487,1543,1509
1543,1509,1107
1509,1107,715
1107,715,648
715,648,626
648,626,603
626,603,726
603,726,424
726,424,1028
424,1028,1028
1028,1028,749
1028,749,11
749,11,1722
11,1722,7873
1722,7873,16216
7873,16216,12917
16216,12917,23922
12917,23922,22826
23922,22826,32388
22826,32388,31136
32388,31136,36750
31136,36750,25465
36750,25465,17760
25465,17760,25835
17760,25835,35632
25835,35632,48985
35632,48985,46872
48985,46872,53504
46872,53504,53582
53504,53582,48896
53582,48896,32400
48896,32400,19795
32400,19795,34569
19795,34569,36415
34569,36415,9976
36415,9976,27177
9976,27177,17022
27177,17022,14908
17022,14908,20231
14908,20231,1946
20231,1946,8902
1946,8902,3578
8902,3578,1163
3578,1163,796
1163,796,648
796,648,391
648,391,849
391,849,592
849,592,1845
592,1845,637
1845,637,1442
637,1442,480
1442,480,145
480,145,838
145,838,111
838,111,761
111,761,436
761,436,1576
436,1576,424
1576,424,950
424,950,773
950,773,1124
773,1124,0
1124,0,638
0,638,579
638,579,391
579,391,324
391,324,603
324,603,0
603,0,525
0,525,301
525,301,33
301,33,279
33,279,1599
279,1599,17010
1599,17010,2639
17010,2639,1666
2639,1666,6609
1666,6609,2236
6609,2236,6878
2236,6878,12101
6878,12101,11732
12101,11732,12660
11732,12660,4698
12660,4698,8552
4698,8552,7734
8552,7734,11642
7734,11642,12727
11642,12727,4976
12727,4976,5782
4976,5782,8611
5782,8611,6967
8611,6967,7940
6967,7940,14181
7940,14181,17972
14181,17972,16272
17972,16272,13286
16272,13286,15042
13286,15042,13666
15042,13666,8041
13666,8041,8018
8041,8018,12145
8018,12145,18800
12145,18800,16451
18800,16451,22267
16451,22267,23128
22267,23128,23911
23128,23911,17044
23911,17044,12526
17044,12526,17917
12526,17917,21037
17917,21037,17693
21037,17693,13264
17693,13264,5211
13264,5211,9517
5211,9517,8790
9517,8790,5972
8790,5972,4797
5972,4797,12794
4797,12794,13465
12794,13465,14744
13465,14744,15802
14744,15802,14874
15802,14874,11083
14874,11083,14818
11083,14818,12190
14818,12190,9886
12190,9886,8086
9886,8086,16351
8086,16351,11553
16351,11553,5983
11553,5983,2796
5983,2796,4294
2796,4294,4540
4294,4540,3176
4540,3176,5815
3176,5815,3131
5815,3131,2963
3131,2963,6028
2963,6028,3399
6028,3399,2963
3399,2963,2572
2963,2572,4786
2572,4786,3634
4786,3634,3936
3634,3936,13834
3936,13834,23318
13834,23318,14214
23318,14214,10882
14214,10882,11955
10882,11955,13476
11955,13476,13487
13476,13487,13890
13487,13890,8309
13890,8309,13409
8309,13409,10546
13409,10546,15959
10546,15959,15210
15959,15210,30375
15210,30375,21081
30375,21081,20947
21081,20947,21406
20947,21406,16799
21406,16799,16295
16799,16295,20690
16295,20690,20466
20690,20466,21641
20466,21641,22267
21641,22267,13733
22267,13733,20153
13733,20153,26494
20153,26494,19527
26494,19527,31359
19527,31359,28094
31359,28094,27702
28094,27702,34793
27702,34793,16511
34793,16511,22423
16511,22423,20522
22423,20522,16104
20522,16104,7101
16104,7101,15657
7101,15657,15534
15657,15534,18319
15534,18319,5983
18319,5983,10345
5983,10345,7202
10345,7202,15378
7202,15378,19191
15378,19191,22021
19191,22021,8320
22021,8320,6039
8320,6039,12660
6039,12660,3209
12660,3209,7347
3209,7347,6084
7347,6084,18722
6084,18722,1912
18722,1912,626
1912,626,1487
626,1487,1632
1487,1632,2594
1632,2594,8924
2594,8924,4820
8924,4820,8969
4820,8969,9909
8969,9909,16597
9909,16597,13991
16597,13991,15031
13991,15031,7839
15031,7839,7716
7839,7716,8488
7716,8488,10065
8488,10065,11094
10065,11094,8309
11094,8309,3869
8309,3869,3713
3869,3713,6777
3713,6777,2896
6777,2896,9707
2896,9707,7728
9707,7728,7034
7728,7034,5871
7034,5871,1308
5871,1308,1308
1308,1308,2762
1308,2762,4149
2762,4149,3970
4149,3970,3936
3970,3936,1107
3936,1107,2069
1107,2069,2404
2069,2404,1297
2404,1297,1677
1297,1677,3030
1677,3030,950
3030,950,78
950,78,1521
78,1521,3903
1521,3903,4272
3903,4272,3534
4272,3534,4820
3534,4820,7303
4820,7303,5435
7303,5435,7560
5435,7560,10792
7560,10792,16239
10792,16239,13644
16239,13644,16664
13644,16664,4059
16664,4059,11664
4059,11664,8253
11664,8253,5513
8253,5513,10803
5513,10803,14214
10803,14214,15288
14214,15288,19885
15288,19885,7862
19885,7862,24179
7862,24179,22558
24179,22558,20902
22558,20902,12526
20902,12526,17178
12526,17178,28277
17178,28277,21842
28277,21842,12514
21842,12514,18050
12514,18050,27814
18050,27814,23475
27814,23475,30398
23475,30398,25879
30398,25879,18476
25879,18476,7593
18476,7593,11978
7593,11978,16820
11978,16820,19728
16820,19728,15445
19728,15445,12224
15445,12224,12280
12224,12280,14774
12280,14774,14013
14774,14013,9976
14013,9976,10691
9976,10691,12134
10691,12134,12816
12134,12816,14371
12816,14371,10479
14371,10479,10054
10479,10054,9237
10054,9237,10143
9237,10143,10658
10143,10658,11575
10658,11575,12458
11575,12458,12962
12458,12962,11430
12962,11430,13912
11430,13912,15568
13912,15568,12033
15568,12033,12257
12033,12257,14583
12257,14583,8779
14583,8779,8589
8779,8589,15679
8589,15679,22882
15679,22882,11553
22882,11553,16362
11553,16362,9562
16362,9562,9495
9562,9495,15713
9495,15713,12268
15713,12268,10882
12268,10882,4563
10882,4563,7437
4563,7437,8812
7437,8812,8812
8812,8812,257
8812,257,0
257,0,0
0,0,0
0,0,0
0,0,9351
0,9351,17950
9351,17950,26774
17950,26774,37544
26774,37544,49970
37544,49970,62391
49970,62391,62391
62391,62391,23698
62391,23698,31695
23698,31695,41268
31695,41268,37455
41268,37455,34905
37455,34905,35811
34905,35811,32500
35811,32500,38786
32500,38786,37052
38786,37052,33094
37052,33094,34737
33094,34737,38864
34737,38864,31449
38864,31449,29223
31449,29223,25823
29223,25823,23833
25823,23833,25544
23833,25544,26215
25544,26215,19971
26215,19971,15053
19971,15053,15903
15053,15903,18050
15903,18050,15366
18050,15366,16652
15366,16652,19683
16652,19683,18610
19683,18610,17793
18610,17793,15489
17793,15489,17077
15489,17077,18442
17077,18442,16295
18442,16295,13320
16295,13320,8924
13320,8924,10591
8924,10591,11072
10591,11072,12939
11072,12939,10982
12939,10982,12212
10982,12212,12548
12212,12548,12302
12548,12302,10658
12302,10658,13644
10658,13644,15333
13644,15333,20164
15333,20164,19527
20164,19527,12805
19527,12805,14103
12805,14103,12145
14103,12145,23016
12145,23016,14315
23016,14315,7986
14315,7986,515
7986,515,369
515,369,447
369,447,582
447,582,1030
582,1030,89
1030,89,11
89,11,2088
11,2088,1532
2088,1532,1319
1532,1319,4742
1319,4742,3433
4742,3433,2259
3433,2259,905
2259,905,167
905,167,682
167,682,1655
682,1655,4335
1655,4335,1051
4335,1051,3802
1051,3802,3377
3802,3377,0
3377,0,22
0,22,1979
22,1979,3869
1979,3869,3735
3869,3735,5446
3735,5446,3332
5446,3332,3332
3332,3332,4563
3332,4563,5614
4563,5614,5603
5614,5603,3914
5603,3914,5189
3914,5189,5312
5189,5312,5312
5312,5312,5893
5312,5893,6609
5893,6609,4428
6609,4428,4261
4428,4261,5938
4261,5938,7963
5938,7963,6497
7963,6497,3936
6497,3936,3903
3936,3903,5692
3903,5692,5502
5692,5502,3276
5502,3276,4842
3276,4842,5077
4842,5077,4249
5077,4249,4697
4249,4697,4674
4697,4674,3332
4674,3332,3321
3332,3321,3590
3321,3590,4194
3590,4194,4775
4194,4775,3713
4775,3713,3355
3713,3355,3243
3355,3243,3086
3243,3086,3959
3086,3959,4831
3959,4831,3690
4831,3690,4104
3690,4104,3478
4104,3478,3802
3478,3802,3880
3802,3880,4831
3880,4831,5703
4831,5703,9293
5703,9293,7851
9293,7851,3925
7851,3925,5838
3925,5838,7549
5838,7549,3612
7549,3612,6732
3612,6732,8891
6732,8891,9249
8891,9249,7761
9249,7761,12749
7761,12749,6408
12749,6408,2382
6408,2382,3925
2382,3925,2851
3925,2851,2147
2851,2147,1979
2147,1979,1610
1979,1610,2796
1610,2796,3142
2796,3142,2997
3142,2997,1677
2997,1677,1610
1677,1610,2605
1610,2605,6833
2605,6833,6251
6833,6251,4317
6251,4317,4954
4317,4954,2706
4954,2706,4708
2706,4708,4295
4708,4295,7167
4295,7167,5927
7167,5927,12145
5927,12145,13018
12145,13018,13163
13018,13163,22099
13163,22099,11239
22099,11239,20175
11239,20175,11832
20175,11832,14293
11832,14293,13778
14293,13778,12839
13778,12839,9215
12839,9215,7303
9215,7303,7168
7303,7168,4015
7168,4015,2684
4015,2684,2661
2684,2661,2885
2661,2885,3064
2885,3064,2426
3064,2426,5290
2426,5290,5290
5290,5290,10132
5290,10132,5368
10132,5368,5021
5368,5021,5927
5021,5927,5536
5927,5536,5782
5536,5782,6341
5782,6341,4697
6341,4697,4249
4697,4249,5021
4249,5021,3433
5021,3433,3769
3433,3769,4674
3769,4674,5558
4674,5558,7683
5558,7683,5547
7683,5547,10624
5547,10624,11597
10624,11597,12078
11597,12078,12816
12078,12816,16082
12816,16082,19012
16082,19012,15568
19012,15568,11251
15568,11251,18140
11251,18140,12537
18140,12537,9506
12537,9506,8958
9506,8958,6363
8958,6363,9619
6363,9619,4999
9619,4999,7538
4999,7538,4932
7538,4932,7113
4932,7113,7649
7113,7649,9797
7649,9797,9920
9797,9920,13387
9920,13387,11564
13387,11564,14360
11564,14360,14304
14360,14304,6255
14304,6255,19292
6255,19292,19314
19292,19314,12033
19314,12033,9316
12033,9316,8432
9316,8432,9573
8432,9573,7884
9573,7884,7370
7884,7370,10009
7370,10009,12101
10009,12101,11575
12101,11575,12436
11575,12436,9841
12436,9841,10054
9841,10054,4149
10054,4149,8924
4149,8924,14505
8924,14505,10032
14505,10032,7414
10032,7414,12313
7414,12313,11821
12313,11821,11094
11821,11094,6453
11094,6453,10680
6453,10680,13454
10680,13454,5558
13454,5558,6486
5558,6486,11184
6486,11184,10680
11184,10680,2952
10680,2952,5368
2952,5368,5021
5368,5021,7974
5021,7974,6553
7974,6553,8153
6553,8153,5938
8153,5938,8645
5938,8645,6766
8645,6766,8913
6766,8913,10266
8913,10266,8600
10266,8600,6184
8600,6184,8298
6184,8298,9361
8298,9361,12224
9361,12224,6806
12224,6806,5807
6806,5807,12490
5807,12490,9718
12490,9718,11407
9718,11407,2863
11407,2863,4540
2863,4540,4372
4540,4372,5782
4372,5782,5502
5782,5502,4149
5502,4149,536
4149,536,1509
536,1509,2841
1509,2841,2247
2841,2247,1521
2247,1521,2672
1521,2672,2013
2672,2013,3299
2013,3299,2796
3299,2796,3869
2796,3869,2605
3869,2605,3522
2605,3522,2404
3522,2404,3724
2404,3724,3780
3724,3780,1912
3780,1912,3075
1912,3075,4909
3075,4909,4932
4909,4932,6095
4932,6095,5457
6095,5457,5670
5457,5670,6397
5670,6397,5222
6397,5222,5726
5222,5726,9640
5726,9640,8824
9640,8824,6542
8824,6542,5681
6542,5681,9070
5681,9070,1274
9070,1274,5144
1274,5144,9640
5144,9640,8868
9640,8868,2986
8868,2986,7247
2986,7247,6016
7247,6016,7381
6016,7381,5826
7381,5826,6655
5826,6655,1487
6655,1487,2605
1487,2605,3936
2605,3936,1878
3936,1878,3198
1878,3198,2225
3198,2225,3925
2225,3925,2863
3925,2863,626
2863,626,1979
626,1979,1319
1979,1319,2863
1319,2863,2605
2863,2605,794
2605,794,827
794,827,123
827,123,123
123,123,134
123,134,44
134,44,68
44,68,181
68,181,35
181,35,0
35,0,44
0,44,145
44,145,123
145,123,201
123,201,134
201,134,89
134,89,145
89,145,111
145,111,123
111,123,89
123,89,145
89,145,89
145,89,100
89,100,167
100,167,156
167,156,201
156,201,190
201,190,156
190,156,89
156,89,156
89,156,178
156,178,111
178,111,123
111,123,167
123,167,78
167,78,156
78,156,100
156,100,100
100,100,123
100,123,257
123,257,100
257,100,167
100,167,55
167,55,178
55,178,167
178,167,290
167,290,100
290,100,269
100,269,234
269,234,301
234,301,424
301,424,268
424,268,167
268,167,223
167,223,234
223,234,212
234,212,246
212,246,223
246,223,100
223,100,279
100,279,190
279,190,279
190,279,357
279,357,313
357,313,268
313,268,223
268,223,156
223,156,212
156,212,201
212,201,111
201,111,167
111,167,44
167,44,424
44,424,145
424,145,279
145,279,313
279,313,225
313,225,402
225,402,33
402,33,413
33,413,234
413,234,223
234,223,22
223,22,178
22,178,145
178,145,167
145,167,313
167,313,0
313,0,134
0,134,156
134,156,33
156,33,424
33,424,0
424,0,111
0,111,213
111,213,202
213,202,388
202,388,2697
388,2697,3459
2697,3459,4876
3459,4876,3892
4876,3892,9607
3892,9607,14371
9607,14371,16049
14371,16049,20332
16049,20332,15959
20332,15959,27233
15959,27233,14147
27233,14147,30017
14147,30017,25018
30017,25018,20153
25018,20153,13834
20153,13834,18084
13834,18084,19091
18084,19091,19426
19091,19426,27669
19426,27669,17447
27669,17447,20858
17447,20858,17312
20858,17312,5715
17312,5715,6553
5715,6553,8734
6553,8734,3914
8734,3914,4976
3914,4976,5323
4976,5323,5088
5323,5088,5994
5088,5994,6833
5994,6833,5401
6833,5401,3959
5401,3959,5446
3959,5446,5681
5446,5681,5569
5681,5569,8936
5569,8936,4115
8936,4115,5592
4115,5592,4238
5592,4238,5077
4238,5077,6296
5077,6296,7482
6296,7482,8164
7482,8164,8097
8164,8097,6318
8097,6318,5524
6318,5524,7739
5524,7739,7482
7739,7482,8589
7482,8589,10244
8589,10244,9405
10244,9405,10859
9405,10859,10837
10859,10837,12593
10837,12593,11005
12593,11005,9886
11005,9886,17838
9886,17838,12369
17838,12369,23575
12369,23575,22658
23575,22658,21987
22658,21987,16652
21987,16652,21842
16652,21842,18822
21842,18822,12828
18822,12828,11329
12828,11329,7750
11329,7750,6598
7750,6598,7090
6598,7090,7001
7090,7001,6654
7001,6654,3422
6654,3422,1028
3422,1028,883
1028,883,436
883,436,749
436,749,257
749,257,290
257,290,447
290,447,592
447,592,603
592,603,816
603,816,134
816,134,704
134,704,548
704,548,369
548,369,592
369,592,469
592,469,223
469,223,525
223,525,548
525,548,357
548,357,480
357,480,581
480,581,413
581,413,223
413,223,424
223,424,548
424,548,145
548,145,279
145,279,58
279,58,324
58,324,201
324,201,55
201,55,167
55,167,33
167,33,201
33,201,447
201,447,1790
447,1790,2214
1790,2214,3433
2214,3433,5200
3433,5200,5726
5200,5726,7113
5726,7113,7627
7113,7627,15008
7627,15008,17581
15008,17581,20276
17581,20276,24101
20276,24101,14628
24101,14628,13599
14628,13599,9752
13599,9752,10613
9752,10613,11128
10613,11128,12056
11128,12056,14382
12056,14382,15478
14382,15478,13622
15478,13622,6699
13622,6699,7202
6699,7202,6576
7202,6576,7739
6576,7739,7057
7739,7057,4585
7057,4585,8678
4585,8678,5323
8678,5323,5323
5323,5323,14349
5323,14349,17223
14349,17223,14248
17223,14248,14583
14248,14583,12168
14583,12168,11351
12168,11351,9226
11351,9226,12738
9226,12738,12481
12738,12481,16831
12481,16831,14360
16831,14360,13286
14360,13286,14404
13286,14404,12292
14404,12292,12255
12292,12255,9204
12255,9204,8745
9204,8745,10087
8745,10087,11698
10087,11698,11922
11698,11922,9305
11922,9305,8164
9305,8164,7414
8164,7414,8209
7414,8209,7761
8209,7761,8555
7761,8555,8298
8555,8298,8611
8298,8611,9685
8611,9685,8376
9685,8376,17502
8376,17502,16776
17502,16776,12324
16776,12324,10255
12324,10255,11497
10255,11497,12570
11497,12570,13062
12570,13062,14151
13062,14151,15903
14151,15903,11094
15903,11094,16641
11094,16641,15523
16641,15523,15534
15523,15534,9316
15534,9316,8812
9316,8812,6576
8812,6576,7314
6576,7314,9170
7314,9170,9372
9170,9372,11787
9372,11787,13130
11787,13130,13118
13130,13118,13711
13118,13711,13588
13711,13588,10568
13588,10568,11910
10568,11910,12414
11910,12414,13006
12414,13006,15758
13006,15758,13443
15758,13443,10535
13443,10535,27188
10535,27188,19191
27188,19191,14136
19191,14136,10680
14136,10680,11485
10680,11485,12157
11485,12157,13980
12157,13980,15020
13980,15020,13823
15020,13823,9730
13823,9730,10635
9730,10635,9518
10635,9518,12335
9518,12335,11676
12335,11676,12928
11676,12928,12682
12928,12682,12391
12682,12391,12637
12391,12637,12481
12637,12481,15433
12481,15433,12816
15433,12816,10334
12816,10334,7851
10334,7851,7291
7851,7291,8745
7291,8745,9193
8745,9193,8768
9193,8768,9394
8768,9394,11116
9394,11116,11922
11116,11922,12436
11922,12436,12693
12436,12693,13107
12693,13107,14337
13107,14337,12235
14337,12235,13353
12235,13353,13085
13353,13085,14181
13085,14181,11653
14181,11653,18222
11653,18222,12973
18222,12973,13118
12973,13118,14617
13118,14617,15802
14617,15802,9539
15802,9539,17558
9539,17558,16082
17558,16082,15657
16082,15657,14035
15657,14035,10904
14035,10904,279
10904,279,5424
279,5424,10445
5424,10445,0
10445,0,0
0,0,3467
0,3467,20914
3467,20914,17771
20914,17771,11832
17771,11832,11765
11832,11765,13219
11765,13219,13510
13219,13510,15545
13510,15545,13130
15545,13130,7761
13130,7761,8589
7761,8589,10020
8589,10020,9193
10020,9193,7822
9193,7822,7538
7822,7538,7761
7538,7761,6632
7761,6632,7538
6632,7538,8074
7538,8074,9338
8074,9338,10848
